user_request,Happy,Funny,Rhyming_Poem,Heartfelt,Short_and_Simple,Inspirational,Professional,Friend,Boss,Best-Friend,Wife,Husband,Girlfriend,Boyfriend,Father,Mother,Son,Daughter,Grandfather,Grandmother,request_id
"Can you write a corporate, poetic birthday message for my GF?",1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3795
Please help with a encouraging yet rhyming poem birthday wish for my dad.,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4573
Help me wish my girlfriend a professional birthday.,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4336
I would like a empowering birthday message for my grandfather.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2859
"Need a merry, concise, and uplifting birthday wish for my granddad.",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5695
Looking for a brief with some poetry elements birthday wish for my boyfriend.,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3143
I would like a cheerful birthday message for my manager.,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1360
Looking for a amusing birthday wish for my princess.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4534
I want a empowering birthday message for my grandma.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9750
I need a merry birthday wish for my papa.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5688
Please help me with a joyful birthday wish for my junior.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,487
"Need a sentimental, amusing, and amusing birthday wish for my wife.",0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7837
I need a business-like birthday wish for my confidant.,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9555
I want a motivational birthday message for my nana.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5901
I would like a cheerful birthday message for my missus.,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8117
Please help me with a comedic birthday wish for my mom.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7363
I want a stanza birthday message for my friend.,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1153
Help me wish my soulmate a amusing birthday.,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5383
"Can you write a funny, poetic birthday message for my best friend?",0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9742
Looking for a happy birthday wish for my darling.,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5425
I would like a business-like birthday message for my sweetheart.,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8808
Create a comedic birthday greeting for my son.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5187
I would like a professional birthday message for my girlfriend.,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8410
Looking for a moving with some hilarious elements birthday wish for my papa.,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6190
"Need a comedic, blissful, and blissful birthday wish for my daughter.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9703
Please help with a short yet stanza birthday wish for my husband.,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8270
Can you write a humorous birthday message for my boss?,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5315
Please help with a formal yet emotional birthday wish for my princess.,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,9904
Help me wish my BF a empowering birthday.,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,666
I want a happy birthday message for my chief.,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3354
Give me a touching birthday wish for my missus.,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8852
I need a short birthday wish for my missus.,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8062
Help me wish my husband a moving birthday.,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,643
"Looking for a lengthy, humorous birthday wish for my granddad.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9243
"Need a complex, professional birthday message for my sweetheart.",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,177
Give me a brief birthday wish for my bride.,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6432
"Can you write a brief, stanza birthday message for my grandmother?",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9911
Looking for a rhyme birthday wish for my sweetheart.,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3439
"Can you write a poetry, inspirational birthday message for my wife?",0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,787
Create a happy birthday greeting for my bride.,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6392
"Need a encouraging, business-like, and business-like birthday wish for my princess.",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,9066
Create a humorous birthday greeting for my father.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9928
Please help with a delighted yet motivational birthday wish for my husband.,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3203
Looking for a business-like birthday wish for my pal.,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4804
Looking for a blissful with some professional elements birthday wish for my daughter.,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7836
"Need a happy, corporate, and simple birthday wish for my mother.",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7941
I need a sentimental and business-like birthday wish for my dad.,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,92
Looking for a empowering with some happy elements birthday wish for my chum.,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5763
Give me a moving birthday wish for my soulmate.,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9028
I would like a uplifting birthday message for my manager.,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9505
Create a corporate birthday greeting for my grandfather.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8238
Looking for a verse birthday wish for my son.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1972
Create a sincere birthday greeting for my father.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2906
I need a happy and uplifting birthday wish for my lad.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,531
Looking for a sentimental with some funny elements birthday wish for my darling.,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3636
Give me a poetic birthday wish for my chum.,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,997
Looking for a office with some straightforward elements birthday wish for my GF.,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5853
Please help with a hilarious yet quick birthday wish for my hubby.,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4227
"Can you write a touching, cheerful birthday message for my grandma?",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5617
Please help with a touching yet delighted birthday wish for my bride.,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2313
Please help with a corporate yet emotional birthday wish for my chief.,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2155
Can you write a office birthday message for my girlfriend?,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5318
Help me wish my granddad a happy birthday.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1428
Please help with a witty yet poetry birthday wish for my lass.,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8631
Looking for a joyful birthday wish for my supervisor.,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6033
Looking for a office birthday wish for my chum.,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4416
Please help with a sincere yet inspirational birthday wish for my manager.,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8819
Please help with a motivational yet stanza birthday wish for my mom.,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3086
I want a heartfelt birthday message for my bride.,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7799
Create a cheerful birthday greeting for my boss.,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9154
I want a hilarious birthday message for my darling.,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8210
Create a short birthday greeting for my mom.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9574
Give me a verse birthday wish for my daughter.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9535
"Need a professional, poetry, and poetry birthday wish for my mama.",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,496
I want a poetry birthday message for my BF.,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3750
Can you write a humorous birthday message for my grandpa?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2322
Can you write a joyful birthday message for my girlfriend?,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4268
Please help me with a encouraging birthday wish for my papa.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3406
Please help with a rhyming poem yet delighted birthday wish for my supervisor.,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,152
"Can you write a empowering, brief birthday message for my nana?",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7370
"Can you write a touching, corporate birthday message for my grandpa?",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,695
Looking for a comedic birthday wish for my daughter.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4418
Looking for a simple with some business-like elements birthday wish for my groom.,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5698
"Can you write a merry, workplace birthday message for my granddad?",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1739
"Can you write a heartfelt, amusing birthday message for my mother?",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3002
I need a funny and corporate birthday wish for my boss.,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,168
I need a poetry and hilarious birthday wish for my manager.,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6112
I need a moving and uplifting birthday wish for my missus.,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4623
"Need a joyful, brief, and brief birthday wish for my chum.",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2866
Please help me with a empowering birthday wish for my girlfriend.,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8545
Give me a rhyming poem birthday wish for my princess.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4703
I need a funny birthday wish for my mother.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2884
I need a witty and poetic birthday wish for my BF.,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3032
I need a inspirational birthday wish for my dad.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8184
Looking for a rhyme with some sentimental elements birthday wish for my chief.,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8981
Help me wish my dad a poetic birthday.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8529
Looking for a poetic with some quick elements birthday wish for my princess.,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5682
Give me a joyful birthday wish for my son.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7210
Looking for a touching with some rhyme elements birthday wish for my sweetheart.,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5992
I need a amusing and cheerful birthday wish for my manager.,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2277
"Can you write a happy, amusing birthday message for my manager?",1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7133
Give me a merry birthday wish for my girlfriend.,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5706
I need a workplace birthday wish for my nana.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7999
Looking for a empowering with some merry elements birthday wish for my dad.,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5293
Looking for a empowering birthday wish for my GF.,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4305
I need a comedic and professional birthday wish for my wife.,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7446
Please help with an elaborate and sincere birthday wish for my GF.,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,429
"Can you write a poetry, moving birthday message for my husband?",0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7069
I need a encouraging and comedic birthday wish for my girlfriend.,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6365
I would like a motivational birthday message for my lad.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4216
Looking for a merry birthday wish for my grandma.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,427
"Can you write a poetic, workplace birthday message for my bride?",0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2224
Looking for a comedic with some brief elements birthday wish for my hubby.,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,101
I would like a straightforward birthday message for my boss.,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9245
"Need a moving, professional, and professional birthday wish for my grandfather.",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3308
"Need a stanza, happy, and straightforward birthday wish for my GF.",1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2763
Looking for a funny birthday wish for my soulmate.,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5858
Create a office birthday greeting for my grandma.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4739
Looking for a corporate birthday wish for my grandfather.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7093
"Need a inspirational, joyful, and office birthday wish for my son.",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,9633
I need a empowering and funny birthday wish for my grandpa.,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3287
I need a poetic birthday wish for my missus.,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7713
Please help me with a motivational birthday wish for my nana.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7869
"Can you write a cheerful, workplace birthday message for my mama?",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6068
I would like a hilarious birthday message for my missus.,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9236
Create a hilarious birthday greeting for my GF.,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3578
Looking for a formal with some inspirational elements birthday wish for my wife.,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1466
Can you write a corporate birthday message for my grandmother?,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7676
I need a motivational birthday wish for my buddy.,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2235
"Can you write a touching, encouraging birthday message for my daughter?",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1745
Looking for a funny birthday wish for my mother.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9755
Please help me with a brief birthday wish for my grandfather.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6095
Give me a workplace birthday wish for my girlfriend.,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8782
"Need a sincere, encouraging, and encouraging birthday wish for my papa.",0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9402
Can you write a emotional birthday message for my dad?,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8372
Please help with a amusing yet formal birthday wish for my grandfather.,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5028
"Can you write a corporate, moving birthday message for my friend?",0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9235
Please help with a poetic yet encouraging birthday wish for my groom.,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3945
"Need a sincere, poetry, and poetry birthday wish for my husband.",0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6863
Create a sentimental birthday greeting for my buddy.,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5351
I need a verse and amusing birthday wish for my girlfriend.,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9423
Please help with a delighted yet quick birthday wish for my husband.,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2122
Looking for a corporate birthday wish for my husband.,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4973
Can you write a quick birthday message for my friend?,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8577
Create a hilarious birthday greeting for my supervisor.,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3785
Can you write a rhyme birthday message for my chief?,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6873
Looking for a brief with some stanza elements birthday wish for my lass.,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,917
Looking for a comedic with some verse elements birthday wish for my dad.,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9395
Give me a joyful birthday wish for my girlfriend.,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7253
I would like a witty birthday message for my missus.,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8013
Looking for a empowering with some sincere elements birthday wish for my supervisor.,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5822
"Need a poetry, short, and hilarious birthday wish for my friend.",0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4404
Help me wish my papa a rhyming poem birthday.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4864
I want a heartfelt birthday message for my papa.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8516
I would like a verse birthday message for my BF.,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5423
I would like a touching birthday message for my junior.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7734
"Can you write a quick, touching birthday message for my soulmate?",0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1204
I want a cheerful birthday message for my hubby.,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3769
Give me a quick birthday wish for my pal.,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5358
I need a motivational and poetic birthday wish for my chum.,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3853
Looking for a encouraging birthday wish for my BF.,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1927
Looking for a professional birthday wish for my lass.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3115
"Need a amusing, professional, and touching birthday wish for my supervisor.",0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2642
I need a short and cheerful birthday wish for my darling.,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7640
"Need a delighted, touching, and comedic birthday wish for my grandpa.",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7361
Give me a inspirational birthday wish for my missus.,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8183
I need a professional birthday wish for my pal.,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7611
Create a simple birthday greeting for my lad.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2729
I need a uplifting and short birthday wish for my darling.,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9598
Looking for a comedic with some formal elements birthday wish for my manager.,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4986
"Looking for a lengthy, rhyme birthday wish for my hubby.",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6847
"Can you write a empowering, business-like birthday message for my mama?",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7699
I want a corporate birthday message for my confidant.,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4013
Please help with a heartfelt yet stanza birthday wish for my grandma.,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2627
I need a motivational birthday wish for my junior.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7239
I need a merry and rhyming poem birthday wish for my chum.,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8256
I need a poetic birthday wish for my sweetheart.,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9566
Looking for a amusing birthday wish for my best friend.,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,806
Give me a concise birthday wish for my GF.,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4635
Please help with a merry yet amusing birthday wish for my mother.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5248
I need a long and professional birthday wish for my mother.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5567
"Can you write a funny, delighted birthday message for my supervisor?",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5740
Create a sentimental birthday greeting for my father.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5144
Create a empowering birthday greeting for my lad.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8266
Can you write a cheerful birthday message for my mother?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4460
Help me wish my best friend a office birthday.,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1243
Please help with a humorous yet workplace birthday wish for my dad.,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6946
I would like a encouraging birthday message for my mama.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5741
"Need a rhyme, business-like, and business-like birthday wish for my mother.",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5326
I need a sincere birthday wish for my mom.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,548
Please help with a sentimental yet rhyme birthday wish for my friend.,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3023
I need a inspirational birthday wish for my GF.,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5762
"Can you write a empowering, straightforward birthday message for my father?",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4032
Create a uplifting birthday greeting for my girlfriend.,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27
I need a comedic and rhyme birthday wish for my hubby.,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4953
I need a happy and heartfelt birthday wish for my friend.,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5153
Please help with a office yet brief birthday wish for my boss.,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2509
Looking for a concise birthday wish for my soulmate.,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1434
"Need a joyful, sentimental, and inspirational birthday wish for my lass.",1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2583
Please help with an elaborate and blissful birthday wish for my son.,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1303
Looking for a business-like birthday wish for my groom.,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5813
Please help with an elaborate and comedic birthday wish for my princess.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7350
I want a delighted birthday message for my lass.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5282
Create a funny birthday greeting for my son.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6115
Looking for a touching birthday wish for my husband.,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1222
Please help with an elaborate and inspirational birthday wish for my son.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7436
I need a sentimental and workplace birthday wish for my bride.,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2549
Create a concise birthday greeting for my son.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,751
Can you write a workplace birthday message for my papa?,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,438
"Can you write a touching, motivational birthday message for my pal?",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4372
"Need a business-like, verse, and emotional birthday wish for my grandmother.",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4449
Can you write a brief birthday message for my confidant?,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2848
Please help with a comedic yet uplifting birthday wish for my father.,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1174
Please help me with a simple birthday wish for my girlfriend.,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7496
Looking for a witty with some emotional elements birthday wish for my grandfather.,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2700
I want a empowering birthday message for my BF.,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9889
